Date,Model,Prompt,Completion,Reasoning,Total_Tokens
2026-01-15,anthropic/claude-opus-4.5,155.369526,2.384102,0.486462,157.753628
2026-01-15,qwen/qwen3-embedding-4b,0.243604,0.0,0.0,0.243604
2026-01-15,deepseek/deepseek-v3.2,47.985102,3.091957,0.391448,51.07706
2026-01-15,openai/gpt-5.1,3.809529,0.439597,0.263227,4.249126
2026-01-15,google/gemini-3-flash-preview,61.963553,3.220824,0.597349,65.184377
2026-01-15,moonshotai/kimi-k2-thinking,1.609135,0.257542,0.197906,1.866677
2026-01-15,z-ai/glm-4.6v,0.131181,0.096437,0.071695,0.227618
2026-01-15,qwen/qwen3-embedding-8b,1.64891,0.0,0.0,1.64891
2026-01-16,z-ai/glm-4.6v,0.160421,0.114546,0.082347,0.274967
2026-01-16,deepseek/deepseek-r1,0.568352,0.253387,0.16708,0.821739
2026-01-16,z-ai/glm-4.7,15.402756,1.116878,0.521903,16.519633
2026-01-16,openai/gpt-5.2,10.553036,0.624196,0.351775,11.177232
2026-01-16,moonshotai/kimi-k2-thinking,2.006906,0.240208,0.20017,2.247114
2026-01-16,google/gemini-3-pro-preview,39.57891,2.943797,2.082107,42.522707
2026-01-16,openai/gpt-5.1,2.839706,0.312891,0.195957,3.152598
2026-01-16,minimax/minimax-m2.1,14.39978,0.348622,0.119122,14.748403
2026-01-16,anthropic/claude-opus-4.5,60.611952,1.261392,0.181858,61.873344
2026-01-16,google/gemini-3-flash-preview,63.525176,3.117223,0.634373,66.6424
2026-01-16,qwen/qwen3-embedding-4b,0.170897,0.0,0.0,0.170897
2026-01-16,x-ai/grok-4.1-fast,36.866643,17.678451,13.726783,54.545094
2026-01-16,deepseek/deepseek-v3.2,52.508752,3.427339,0.526386,55.936091
2026-01-16,qwen/qwen3-embedding-8b,2.283982,0.0,0.0,2.283982
2026-01-17,openai/gpt-5.1,2.160282,0.23897,0.151236,2.399252
2026-01-17,deepseek/deepseek-v3.2,48.579111,3.014726,0.384832,51.593836
2026-01-17,google/gemini-3-pro-preview,29.982867,2.676949,1.818071,32.659815
2026-01-17,x-ai/grok-4.1-fast,31.747402,9.529021,7.370646,41.276424
2026-01-17,google/gemini-3-flash-preview,56.988691,2.433625,0.450182,59.422317
2026-01-17,z-ai/glm-4.7,12.337792,1.726417,1.076951,14.064209
2026-01-17,anthropic/claude-opus-4.5,39.288148,0.923016,0.221975,40.211164
2026-01-17,minimax/minimax-m2.1,11.441178,0.271283,0.064133,11.712461
2026-01-17,z-ai/glm-4.6v,0.283922,0.080708,0.060862,0.36463
2026-01-17,qwen/qwen3-embedding-8b,1.358843,0.0,0.0,1.358843
2026-01-17,deepseek/deepseek-r1,0.369378,0.122891,0.056786,0.492269
2026-01-17,qwen/qwen3-embedding-4b,0.05783,0.0,0.0,0.05783
2026-01-17,openai/gpt-5.2,7.914261,0.47297,0.307672,8.387231
2026-01-17,moonshotai/kimi-k2-thinking,1.331039,0.214008,0.16113,1.545048
2026-01-18,google/gemini-3-flash-preview,60.808345,2.654113,0.428398,63.462458
2026-01-18,z-ai/glm-4.7,12.411823,1.696633,1.035466,14.108455
2026-01-18,deepseek/deepseek-v3.2,42.384987,3.173571,0.534693,45.558558
2026-01-18,qwen/qwen3-embedding-8b,2.077166,0.0,0.0,2.077166
2026-01-18,deepseek/deepseek-r1,0.369911,0.109463,0.051917,0.479374
2026-01-18,minimax/minimax-m2.1,12.701812,0.322991,0.068187,13.024803
2026-01-18,qwen/qwen3-embedding-4b,0.054636,0.0,0.0,0.054636
2026-01-18,openai/gpt-5.2,8.833611,0.643173,0.411661,9.476784
2026-01-18,openai/gpt-5.1,1.705076,0.217318,0.125222,1.922395
2026-01-18,anthropic/claude-opus-4.5,39.211647,0.580056,0.047279,39.791703
2026-01-18,z-ai/glm-4.6v,0.118091,0.084964,0.067931,0.203056
2026-01-18,moonshotai/kimi-k2-thinking,1.273231,0.184552,0.146846,1.457783
2026-01-18,x-ai/grok-4.1-fast,29.747707,4.479404,3.058295,34.22711
2026-01-18,google/gemini-3-pro-preview,15.995199,1.889554,1.251762,17.884753
2026-01-19,x-ai/grok-4.1-fast,32.352732,5.244796,3.674119,37.597528
2026-01-19,openai/gpt-5.1,2.619574,0.356997,0.211581,2.976571
2026-01-19,z-ai/glm-4.7-flash,0.134495,0.039975,0.033975,0.17447
2026-01-19,google/gemini-3-flash-preview,70.978365,3.494433,0.709913,74.472798
2026-01-19,openai/gpt-5.2,13.681798,0.882529,0.49412,14.564327
2026-01-19,qwen/qwen3-embedding-8b,3.75466,0.0,0.0,3.75466
2026-01-19,qwen/qwen3-embedding-4b,0.111886,0.0,0.0,0.111886
2026-01-19,z-ai/glm-4.6v,0.205284,0.088651,0.068405,0.293935
2026-01-19,minimax/minimax-m2.1,13.993191,0.480213,0.217191,14.473403
2026-01-19,deepseek/deepseek-v3.2,45.758677,3.507229,0.908418,49.265906
2026-01-19,z-ai/glm-4.7,14.228145,0.956915,0.445735,15.18506
2026-01-19,google/gemini-3-pro-preview,18.776298,2.570787,1.696855,21.347084
2026-01-19,anthropic/claude-opus-4.5,51.114825,1.389115,0.049361,52.503939
2026-01-19,moonshotai/kimi-k2-thinking,2.567232,0.207807,0.158165,2.775039
2026-01-19,deepseek/deepseek-r1,0.435665,0.164664,0.096035,0.600329
2026-01-20,z-ai/glm-4.7,20.238159,0.924965,0.429234,21.163125
2026-01-20,deepseek/deepseek-r1,0.482083,0.141464,0.077837,0.623547
2026-01-20,z-ai/glm-4.6v,0.138837,0.089152,0.070121,0.22799
2026-01-20,openai/gpt-5.1,3.746461,0.491373,0.307951,4.237833
2026-01-20,moonshotai/kimi-k2-thinking,5.675134,0.218135,0.166359,5.893269
2026-01-20,anthropic/claude-opus-4.5,73.938386,1.270066,0.158304,75.208451
2026-01-20,qwen/qwen3-embedding-4b,0.257965,0.0,0.0,0.257965
2026-01-20,minimax/minimax-m2.1,17.495773,0.381204,0.169942,17.876977
2026-01-20,openai/gpt-5.2,17.041557,1.110393,0.617041,18.15195
2026-01-20,deepseek/deepseek-v3.2,49.800277,2.875701,0.481809,52.675978
2026-01-20,qwen/qwen3-embedding-8b,3.207643,0.0,0.0,3.207643
2026-01-20,x-ai/grok-4.1-fast,31.545306,5.25843,3.904817,36.803736
2026-01-20,google/gemini-3-pro-preview,32.299504,2.945462,2.057447,35.244966
2026-01-20,google/gemini-3-flash-preview,80.835407,4.815304,0.800241,85.650711
2026-01-20,z-ai/glm-4.7-flash,0.446835,0.072015,0.061438,0.51885
2026-01-21,google/gemini-3-flash-preview,74.200084,5.491757,1.095998,79.691841
2026-01-21,google/gemini-3-pro-preview,16.663579,2.97409,2.046973,19.637668
2026-01-21,qwen/qwen3-embedding-8b,2.703893,0.0,0.0,2.703893
2026-01-21,deepseek/deepseek-r1,0.411549,0.13759,0.072785,0.549138
2026-01-21,openai/gpt-5.1,3.247015,0.418847,0.231888,3.665862
2026-01-21,deepseek/deepseek-v3.2,44.929923,2.659228,0.383222,47.589151
2026-01-21,anthropic/claude-opus-4.5,62.567375,0.78503,0.042579,63.352405
2026-01-21,x-ai/grok-4.1-fast,29.394351,4.184799,3.045916,33.57915
2026-01-21,openai/gpt-5.2,10.918816,0.849251,0.467705,11.768067
2026-01-21,minimax/minimax-m2.1,17.057848,0.423116,0.177229,17.480965
2026-01-21,z-ai/glm-4.7,14.407573,0.952703,0.4998,15.360276
2026-01-21,moonshotai/kimi-k2-thinking,1.916349,0.253103,0.199736,2.169452
2026-01-21,qwen/qwen3-embedding-4b,0.238724,0.0,0.0,0.238724
2026-01-21,z-ai/glm-4.7-flash,0.429842,0.051714,0.038581,0.481556
2026-01-21,z-ai/glm-4.6v,0.261563,0.102725,0.072379,0.364287
2026-01-22,minimax/minimax-m2.1,14.296599,0.210099,0.07785,14.506697
2026-01-22,openai/gpt-5.1,3.207343,0.508491,0.305357,3.715833
2026-01-22,qwen/qwen3-embedding-4b,0.191413,0.0,0.0,0.191413
2026-01-22,deepseek/deepseek-r1,0.422372,0.135434,0.072434,0.557806
2026-01-22,z-ai/glm-4.7-flash,1.058943,0.09382,0.075255,1.152763
2026-01-22,google/gemini-3-pro-preview,21.904102,2.809609,1.864213,24.713711
2026-01-22,google/gemini-3-flash-preview,75.184236,5.659255,1.865989,80.84349
2026-01-22,openai/gpt-5.2,14.908379,1.259055,0.796118,16.167434
2026-01-22,qwen/qwen3-embedding-8b,2.627948,0.0,0.0,2.627948
2026-01-22,x-ai/grok-4.1-fast,39.290208,4.984288,3.583159,44.274496
2026-01-22,deepseek/deepseek-v3.2,58.170793,3.270797,0.654988,61.44159
2026-01-22,anthropic/claude-opus-4.5,61.114165,0.886411,0.059187,62.000576
2026-01-22,z-ai/glm-4.6v,0.532261,0.088476,0.068877,0.620737
2026-01-22,moonshotai/kimi-k2-thinking,1.659288,0.28417,0.229093,1.943458
2026-01-22,z-ai/glm-4.7,17.311902,1.020671,0.501215,18.332573
2026-01-23,z-ai/glm-4.7-flash,0.397405,0.04986,0.038236,0.447265
2026-01-23,deepseek/deepseek-r1,0.355018,0.115433,0.057117,0.470451
2026-01-23,minimax/minimax-m2.1,14.243363,0.22722,0.093563,14.470583
2026-01-23,z-ai/glm-4.7,17.835564,0.982383,0.493255,18.817947
2026-01-23,x-ai/grok-4.1-fast,38.809468,5.180852,3.743601,43.99032
2026-01-23,openai/gpt-5.1,2.851979,0.406072,0.244683,3.258051
2026-01-23,openai/gpt-5.2,13.747852,0.963601,0.520519,14.711453
2026-01-23,qwen/qwen3-embedding-4b,0.189573,0.0,0.0,0.189573
2026-01-23,moonshotai/kimi-k2-thinking,2.139524,0.338464,0.269149,2.477988
2026-01-23,google/gemini-3-flash-preview,76.973741,5.209794,1.525635,82.183535
2026-01-23,z-ai/glm-4.6v,0.387501,0.09439,0.071743,0.481891
2026-01-23,deepseek/deepseek-v3.2,57.291436,3.244967,0.859984,60.536403
2026-01-23,anthropic/claude-opus-4.5,46.269324,0.805935,0.083166,47.07526
2026-01-23,google/gemini-3-pro-preview,16.938793,3.84099,2.578008,20.779783
2026-01-23,qwen/qwen3-embedding-8b,3.136175,0.0,0.0,3.136175
2026-01-24,openai/gpt-5.1,1.854539,0.270399,0.154754,2.124939
2026-01-24,openai/gpt-5.2,7.014916,0.434937,0.254089,7.449853
2026-01-24,deepseek/deepseek-v3.2,61.343714,2.96359,0.723022,64.307304
2026-01-24,x-ai/grok-4.1-fast,44.294945,5.060037,3.682961,49.354982
2026-01-24,z-ai/glm-4.7-flash,0.350845,0.05709,0.041429,0.407935
2026-01-24,moonshotai/kimi-k2-thinking,2.020467,0.322816,0.239909,2.343283
2026-01-24,qwen/qwen3-embedding-4b,0.103118,0.0,0.0,0.103118
2026-01-24,google/gemini-3-pro-preview,13.266145,2.244599,1.477719,15.510744
2026-01-24,qwen/qwen3-embedding-8b,3.352506,0.0,0.0,3.352506
2026-01-24,minimax/minimax-m2-her,0.032274,0.003146,0.0,0.035421
2026-01-24,z-ai/glm-4.7,14.355207,0.881741,0.3854,15.236948
2026-01-24,deepseek/deepseek-r1,0.352067,0.114328,0.057039,0.466395
2026-01-24,anthropic/claude-opus-4.5,28.092297,0.505246,0.046295,28.597543
2026-01-24,z-ai/glm-4.6v,0.408743,0.141561,0.102064,0.550305
2026-01-24,google/gemini-3-flash-preview,60.505767,3.303236,0.655981,63.809003
2026-01-24,minimax/minimax-m2.1,12.729652,0.185122,0.077759,12.914774
2026-01-25,z-ai/glm-4.7,14.886172,0.850527,0.39045,15.736699
2026-01-25,moonshotai/kimi-k2-thinking,2.887302,0.287429,0.229247,3.174731
2026-01-25,qwen/qwen3-embedding-4b,0.095394,0.0,0.0,0.095394
2026-01-25,deepseek/deepseek-v3.2,56.934972,2.861079,0.742188,59.796051
2026-01-25,x-ai/grok-4.1-fast,32.689298,4.350245,3.135237,37.039543
2026-01-25,z-ai/glm-4.7-flash,0.61354,0.081581,0.050708,0.695121
2026-01-25,z-ai/glm-4.6v,0.167521,0.091124,0.065069,0.258645
2026-01-25,minimax/minimax-m2.1,13.437533,0.172215,0.063735,13.609748
2026-01-25,qwen/qwen3-embedding-8b,1.427936,0.0,0.0,1.427936
2026-01-25,google/gemini-3-flash-preview,67.251044,3.451189,0.748357,70.702233
2026-01-25,openai/gpt-5.2,11.069617,0.95283,0.498931,12.022447
2026-01-25,anthropic/claude-opus-4.5,34.520093,0.628685,0.072795,35.148778
2026-01-25,deepseek/deepseek-r1,0.404352,0.163002,0.096765,0.567355
2026-01-25,openai/gpt-5.1,2.312173,0.366987,0.233441,2.67916
2026-01-25,minimax/minimax-m2-her,0.053514,0.004905,0.0,0.058419
2026-01-25,google/gemini-3-pro-preview,14.244831,1.839114,1.175101,16.083945
2026-01-26,x-ai/grok-4.1-fast,35.592592,6.026565,4.435237,41.619158
2026-01-26,deepseek/deepseek-v3.2,65.648219,3.538528,0.883721,69.186748
2026-01-26,openai/gpt-5.1,3.955392,0.61924,0.374951,4.574632
2026-01-26,google/gemini-3-pro-preview,19.19237,3.137997,2.176584,22.330367
2026-01-26,z-ai/glm-4.6v,0.189661,0.091229,0.069465,0.28089
2026-01-26,moonshotai/kimi-k2-thinking,3.017972,0.321832,0.265898,3.339804
2026-01-26,z-ai/glm-4.7-flash,0.728181,0.106723,0.090516,0.834905
2026-01-26,openai/gpt-5.2,12.856951,0.904917,0.563867,13.761868
2026-01-26,minimax/minimax-m2.1,20.599618,0.54929,0.338863,21.148907
2026-01-26,z-ai/glm-4.7,18.239436,0.906364,0.471371,19.1458
2026-01-26,qwen/qwen3-embedding-8b,3.13155,0.0,0.0,3.13155
2026-01-26,minimax/minimax-m2-her,0.053023,0.005304,0.0,0.058327
2026-01-26,qwen/qwen3-embedding-4b,0.182502,0.0,0.0,0.182502
2026-01-26,deepseek/deepseek-r1,0.438488,0.147613,0.08019,0.586102
2026-01-26,anthropic/claude-opus-4.5,49.881033,0.824238,0.086072,50.705271
2026-01-26,google/gemini-3-flash-preview,76.305561,3.715723,0.658355,80.021284
2026-01-27,google/gemini-3-flash-preview,83.389789,4.120265,0.878374,87.510053
2026-01-27,moonshotai/kimi-k2.5,17.196584,0.604221,0.418922,17.800805
2026-01-27,z-ai/glm-4.7,19.442451,0.84203,0.480386,20.284481
2026-01-27,moonshotai/kimi-k2-thinking,3.032152,0.424426,0.349896,3.456577
2026-01-27,x-ai/grok-4.1-fast,46.36864,7.129691,5.579449,53.498331
2026-01-27,anthropic/claude-opus-4.5,52.480079,0.701048,0.054927,53.181127
2026-01-27,openai/gpt-5.2,15.534963,1.303605,0.877053,16.838568
2026-01-27,z-ai/glm-4.6v,0.22938,0.114237,0.092035,0.343617
2026-01-27,deepseek/deepseek-r1,0.469907,0.180042,0.097607,0.649949
2026-01-27,z-ai/glm-4.7-flash,1.064528,0.105815,0.088313,1.170343
2026-01-27,openai/gpt-5.1,4.47569,0.627561,0.394977,5.103251
2026-01-27,deepseek/deepseek-v3.2,72.935532,3.854779,0.700043,76.790311
2026-01-27,minimax/minimax-m2.1,29.835468,0.551625,0.304025,30.387093
2026-01-27,qwen/qwen3-embedding-8b,4.834975,0.0,0.0,4.834975
2026-01-27,minimax/minimax-m2-her,0.068771,0.005736,0.0,0.074507
2026-01-27,google/gemini-3-pro-preview,19.818993,3.147592,2.140628,22.966586
2026-01-27,qwen/qwen3-embedding-4b,0.155658,0.0,0.0,0.155658
2026-01-28,z-ai/glm-4.7-flash,1.563822,0.195111,0.171494,1.758933
2026-01-28,z-ai/glm-4.7,25.305188,0.946735,0.507749,26.251923
2026-01-28,anthropic/claude-opus-4.5,57.654277,0.752539,0.067762,58.406816
2026-01-28,deepseek/deepseek-v3.2,63.490054,3.110508,0.627487,66.600562
2026-01-28,qwen/qwen3-embedding-8b,1.879118,0.0,0.0,1.879118
2026-01-28,moonshotai/kimi-k2-thinking,2.539033,0.315339,0.260102,2.854372
2026-01-28,moonshotai/kimi-k2.5,60.624011,1.083322,0.625445,61.707333
2026-01-28,openai/gpt-5.2,29.107843,1.485076,0.70262,30.592919
2026-01-28,deepseek/deepseek-r1,0.453481,0.133637,0.070764,0.587118
2026-01-28,z-ai/glm-4.6v,0.433805,0.11666,0.073886,0.550465
2026-01-28,openai/gpt-5.1,4.822103,0.618577,0.38575,5.44068
2026-01-28,qwen/qwen3-embedding-4b,0.174087,0.0,0.0,0.174087
2026-01-28,google/gemini-3-flash-preview,89.291393,4.240097,0.790904,93.53149
2026-01-28,google/gemini-3-pro-preview,24.664077,4.148586,2.742539,28.812664
2026-01-28,minimax/minimax-m2-her,0.062753,0.004133,0.0,0.066885
2026-01-28,minimax/minimax-m2.1,32.350606,0.401769,0.145847,32.752375
2026-01-28,x-ai/grok-4.1-fast,40.593213,6.115637,4.683126,46.708851
2026-01-29,deepseek/deepseek-v3.2,64.033368,3.000407,0.450356,67.033775
2026-01-29,moonshotai/kimi-k2-thinking,13.477771,0.548693,0.445131,14.026464
2026-01-29,moonshotai/kimi-k2.5,67.875304,2.032371,1.374139,69.907675
2026-01-29,openai/gpt-5.1,5.794052,0.590473,0.352672,6.384525
2026-01-29,minimax/minimax-m2.1,46.846585,0.611912,0.233303,47.458497
2026-01-29,qwen/qwen3-embedding-4b,0.095076,0.0,0.0,0.095076
2026-01-29,deepseek/deepseek-r1,0.468559,0.141409,0.075331,0.609969
2026-01-29,google/gemini-3-pro-preview,18.456311,4.416247,3.184883,22.872558
2026-01-29,z-ai/glm-4.7-flash,1.969254,0.175807,0.149958,2.145062
2026-01-29,google/gemini-3-flash-preview,97.535284,4.405725,0.837141,101.94101
2026-01-29,z-ai/glm-4.6v,0.288014,0.09387,0.070217,0.381884
2026-01-29,openai/gpt-5.2,22.186286,1.143222,0.571706,23.329507
2026-01-29,minimax/minimax-m2-her,0.114109,0.003599,0.0,0.117708
2026-01-29,x-ai/grok-4.1-fast,43.612807,6.218616,4.546977,49.831423
2026-01-29,anthropic/claude-opus-4.5,65.170099,1.154723,0.091951,66.324822
2026-01-29,z-ai/glm-4.7,24.198805,0.865328,0.495714,25.064133
2026-01-29,qwen/qwen3-embedding-8b,2.331033,0.0,0.0,2.331033
2026-01-30,openai/gpt-5.1,5.244671,0.49636,0.310874,5.741031
2026-01-30,qwen/qwen3-embedding-8b,3.613548,0.0,0.0,3.613548
2026-01-30,anthropic/claude-opus-4.5,52.79321,1.344879,0.168587,54.138089
2026-01-30,google/gemini-3-pro-preview,20.857022,3.40087,2.129394,24.257893
2026-01-30,x-ai/grok-4.1-fast,41.296891,5.670254,4.028163,46.967145
2026-01-30,moonshotai/kimi-k2.5,57.455084,1.125498,0.506978,58.580582
2026-01-30,minimax/minimax-m2.1,31.453744,0.449658,0.195839,31.903402
2026-01-30,moonshotai/kimi-k2-thinking,2.72919,0.251184,0.205873,2.980374
2026-01-30,z-ai/glm-4.6v,0.260194,0.081012,0.05753,0.341206
2026-01-30,minimax/minimax-m2-her,0.190229,0.005558,0.0,0.195787
2026-01-30,google/gemini-3-flash-preview,99.015502,4.617535,0.853525,103.633037
2026-01-30,z-ai/glm-4.7-flash,1.978393,0.233189,0.210045,2.211582
2026-01-30,z-ai/glm-4.7,26.470852,1.081492,0.674962,27.552344
2026-01-30,qwen/qwen3-embedding-4b,0.405241,0.0,0.0,0.405241
2026-01-30,deepseek/deepseek-r1,0.484621,0.149625,0.078946,0.634246
2026-01-30,deepseek/deepseek-v3.2,69.397617,3.020216,0.381001,72.417832
2026-01-30,openai/gpt-5.2,19.447951,1.109802,0.495099,20.557753
2026-01-31,deepseek/deepseek-r1,0.448806,0.117792,0.058858,0.566598
2026-01-31,openai/gpt-5.1,2.626097,0.286802,0.186069,2.912898
2026-01-31,google/gemini-3-flash-preview,101.892856,4.254031,0.813003,106.146887
2026-01-31,google/gemini-3-pro-preview,15.79917,1.863881,0.988616,17.663052
2026-01-31,anthropic/claude-opus-4.5,46.098476,0.56505,0.027648,46.663527
2026-01-31,deepseek/deepseek-v3.2,70.827124,3.851252,0.420006,74.678377
2026-01-31,z-ai/glm-4.6v,0.157616,0.056396,0.04217,0.214012
2026-01-31,z-ai/glm-4.7,22.746297,0.793592,0.48886,23.539888
2026-01-31,minimax/minimax-m2.1,30.972068,0.458326,0.221315,31.430395
2026-01-31,qwen/qwen3-embedding-4b,0.074468,0.0,0.0,0.074468
2026-01-31,moonshotai/kimi-k2.5,72.565413,1.033044,0.419746,73.598457
2026-01-31,minimax/minimax-m2-her,0.290517,0.010585,0.0,0.301102
2026-01-31,x-ai/grok-4.1-fast,35.268306,4.645128,3.076551,39.913434
2026-01-31,moonshotai/kimi-k2-thinking,2.450086,0.20007,0.166897,2.650156
2026-01-31,qwen/qwen3-embedding-8b,1.691793,0.0,0.0,1.691793
2026-01-31,openai/gpt-5.2,15.068733,0.575767,0.228912,15.6445
2026-01-31,z-ai/glm-4.7-flash,2.426035,0.166834,0.147477,2.592869
2026-02-01,minimax/minimax-m2-her,0.322429,0.01062,0.0,0.33305
2026-02-01,x-ai/grok-4.1-fast,32.994745,5.017056,3.467873,38.011802
2026-02-01,google/gemini-3-pro-preview,18.157833,1.677616,0.965487,19.835449
2026-02-01,z-ai/glm-4.6v,0.147309,0.049628,0.039126,0.196937
2026-02-01,qwen/qwen3-embedding-8b,1.712499,0.0,0.0,1.712499
2026-02-01,google/gemini-3-flash-preview,111.168351,5.071614,1.257627,116.239965
2026-02-01,qwen/qwen3-embedding-4b,0.141868,0.0,0.0,0.141868
2026-02-01,minimax/minimax-m2.1,39.435945,0.424788,0.137489,39.860733
2026-02-01,anthropic/claude-opus-4.5,47.852866,0.737684,0.071623,48.59055
2026-02-01,openai/gpt-5.1,1.519098,0.177625,0.095024,1.696723
2026-02-01,moonshotai/kimi-k2-thinking,2.14288,0.163089,0.13427,2.305969
2026-02-01,deepseek/deepseek-v3.2,77.597007,3.172753,0.278649,80.769761
2026-02-01,openai/gpt-5.2,18.506199,0.81274,0.407044,19.318939
2026-02-01,moonshotai/kimi-k2.5,76.485995,1.319827,0.661248,77.805823
2026-02-01,deepseek/deepseek-r1,0.478176,0.168619,0.103399,0.646795
2026-02-01,z-ai/glm-4.7,21.406552,0.642048,0.344067,22.0486
2026-02-01,z-ai/glm-4.7-flash,2.475114,0.246763,0.213426,2.721877
2026-02-02,x-ai/grok-4.1-fast,36.311258,5.458862,3.94777,41.770121
2026-02-02,deepseek/deepseek-v3.2,83.508424,3.39687,0.439119,86.905294
2026-02-02,qwen/qwen3-embedding-8b,2.466903,0.0,0.0,2.466903
2026-02-02,moonshotai/kimi-k2-thinking,2.817003,0.219036,0.184595,3.036039
2026-02-02,google/gemini-3-flash-preview,118.392534,4.154653,0.776979,122.547186
2026-02-02,z-ai/glm-4.6v,0.207719,0.051162,0.039707,0.258881
2026-02-02,openai/gpt-5.1,2.8099,0.302801,0.171642,3.112701
2026-02-02,deepseek/deepseek-r1,0.523418,0.135788,0.069647,0.659206
2026-02-02,minimax/minimax-m2-her,0.299247,0.007514,0.0,0.306761
2026-02-02,z-ai/glm-4.7-flash,2.057293,0.211934,0.189002,2.269227
2026-02-02,qwen/qwen3-embedding-4b,0.207974,0.0,0.0,0.207974
2026-02-02,moonshotai/kimi-k2.5,62.584493,1.33899,0.766669,63.923482
2026-02-02,z-ai/glm-4.7,26.07925,0.970772,0.549556,27.050021
2026-02-02,anthropic/claude-opus-4.5,59.321584,0.799382,0.068143,60.120966
2026-02-02,minimax/minimax-m2.1,61.124231,0.802671,0.328155,61.926902
2026-02-02,openai/gpt-5.2,19.814458,0.983005,0.494482,20.797463
2026-02-02,google/gemini-3-pro-preview,22.882979,2.504366,1.560045,25.387344
2026-02-03,openai/gpt-5.1,3.239688,0.376815,0.209329,3.616503
2026-02-03,google/gemini-3-pro-preview,24.180839,2.559958,1.741468,26.740797
2026-02-03,z-ai/glm-4.6v,0.446336,0.061406,0.049732,0.507742
2026-02-03,z-ai/glm-4.7-flash,2.561445,0.218046,0.185132,2.779491
2026-02-03,anthropic/claude-opus-4.5,60.750817,0.803233,0.047685,61.554051
2026-02-03,minimax/minimax-m2.1,68.254994,1.044303,0.427215,69.299297
2026-02-03,z-ai/glm-4.7,24.420885,0.905637,0.447494,25.326522
2026-02-03,qwen/qwen3-embedding-4b,0.146302,0.0,0.0,0.146302
2026-02-03,qwen/qwen3-embedding-8b,2.467521,0.0,0.0,2.467521
2026-02-03,minimax/minimax-m2-her,0.294745,0.00628,0.0,0.301025
2026-02-03,moonshotai/kimi-k2.5,59.298626,1.11007,0.629023,60.408696
2026-02-03,openai/gpt-5.2,22.238098,0.934137,0.519918,23.172235
2026-02-03,x-ai/grok-4.1-fast,40.292802,5.571864,4.057464,45.864666
2026-02-03,deepseek/deepseek-v3.2,80.937465,3.278764,0.355797,84.216229
2026-02-03,moonshotai/kimi-k2-thinking,3.488347,0.250237,0.195089,3.738585
2026-02-03,deepseek/deepseek-r1,0.537899,0.165436,0.0937,0.703335
2026-02-03,google/gemini-3-flash-preview,115.762039,4.237937,0.741461,119.999976
2026-02-04,z-ai/glm-4.6v,0.146778,0.069612,0.054947,0.21639
2026-02-04,z-ai/glm-4.7-flash,1.959421,0.466489,0.419207,2.42591
2026-02-04,openai/gpt-5.1,5.785275,0.664023,0.401362,6.449298
2026-02-04,moonshotai/kimi-k2.5,115.550572,1.389896,0.631864,116.940468
2026-02-04,google/gemini-3-flash-preview,105.397695,4.546672,0.804408,109.944368
2026-02-04,z-ai/glm-4.7,24.360203,1.248369,0.768679,25.608573
2026-02-04,x-ai/grok-4.1-fast,42.191644,5.331626,3.762907,47.523269
2026-02-04,deepseek/deepseek-r1,0.580273,0.172203,0.102722,0.752475
2026-02-04,moonshotai/kimi-k2-thinking,3.35151,0.242366,0.193377,3.593876
2026-02-04,google/gemini-3-pro-preview,22.794955,2.893266,1.993084,25.688221
2026-02-04,openai/gpt-5.2,18.931175,0.850312,0.405341,19.781488
2026-02-04,anthropic/claude-opus-4.5,69.61179,0.816134,0.052875,70.427924
2026-02-04,minimax/minimax-m2.1,69.097878,0.849629,0.354631,69.947507
2026-02-04,minimax/minimax-m2-her,0.247797,0.00543,0.0,0.253227
2026-02-04,qwen/qwen3-coder-next,6.373113,0.058839,0.0,6.431952
2026-02-04,qwen/qwen3-embedding-4b,0.393613,0.0,0.0,0.393613
2026-02-04,deepseek/deepseek-v3.2,94.852244,3.690475,0.375914,98.542719
2026-02-04,qwen/qwen3-embedding-8b,2.150808,0.0,0.0,2.150808
2026-02-05,openai/gpt-5.1,6.003438,0.60839,0.335028,6.611828
2026-02-05,x-ai/grok-4.1-fast,41.877877,6.465577,4.704914,48.343454
2026-02-05,minimax/minimax-m2.1,65.441584,0.797163,0.316848,66.238748
2026-02-05,moonshotai/kimi-k2.5,219.671716,2.237213,0.97651,221.908928
2026-02-05,z-ai/glm-4.6v,0.134627,0.08262,0.055652,0.217246
2026-02-05,deepseek/deepseek-v3.2,93.335491,3.717637,0.35008,97.053128
2026-02-05,google/gemini-3-pro-preview,22.044504,3.077513,2.156112,25.122017
2026-02-05,deepseek/deepseek-r1,0.525472,0.141234,0.076996,0.666706
2026-02-05,qwen/qwen3-coder-next,8.547274,0.080664,0.0,8.627937
2026-02-05,qwen/qwen3-embedding-4b,0.212952,0.0,0.0,0.212952
2026-02-05,moonshotai/kimi-k2-thinking,3.099444,0.358659,0.285146,3.458104
2026-02-05,z-ai/glm-4.7-flash,3.708864,0.633314,0.611739,4.342178
2026-02-05,z-ai/glm-4.7,22.559529,1.227649,0.73209,23.787178
2026-02-05,google/gemini-3-flash-preview,108.224514,4.514764,0.571213,112.739279
2026-02-05,anthropic/claude-opus-4.6,5.61673,0.186585,0.029455,5.803315
2026-02-05,openai/gpt-5.2,21.431413,1.009469,0.447579,22.440882
